order_date,order_date_year,order_date_month,order_date_day,pages_visited,order_id,customer_id,tshirt_category,tshirt_price,tshirt_quantity
2016-12-17T00:00:00.000Z,2016,12,17,11,HTS-wst4iq-0002,wst4iq,Tennis Shirt,24.0,4
2016-12-29T00:00:00.000Z,2016,12,29,10,HTS-131918-0006,131918,White T-Shirt F,18.0,3
2016-08-16T00:00:00.000Z,2016,8,16,6,HTS-462640-0003,462640,Hoodie,23.0,1
2016-01-13T00:00:00.000Z,2016,1,13,8,HTS-414126-0005,414126,Tennis Shirt,24.0,2
2016-04-12T00:00:00.000Z,2016,4,12,10,HTS-915912-0005,915912,Black T-Shirt M,19.0,4
2016-08-12T00:00:00.000Z,2016,8,12,13,HTS-318044-0002,318044,Hoodie,23.0,1
2016-11-15T00:00:00.000Z,2016,11,15,8,HTS-sievog-0002,sievog,White T-Shirt M,20.0,2
2016-06-03T00:00:00.000Z,2016,6,3,7,HTS-zbupdg-0001,zbupdg,White T-Shirt M,20.0,1
2016-12-01T00:00:00.000Z,2016,12,1,13,HTS-562002-0001,562002,Black T-Shirt F,17.5,1
2016-07-11T00:00:00.000Z,2016,7,11,10,HTS-769301-0002,769301,White T-Shirt M,20.0,1
2016-07-14T00:00:00.000Z,2016,7,14,16,HTS-198056-0001,198056,White T-Shirt M,20.0,1
2016-09-03T00:00:00.000Z,2016,9,3,11,HTS-074702-0005,074702,White T-Shirt M,20.0,1
2016-06-15T00:00:00.000Z,2016,6,15,11,HTS-1707t4-0002,1707t4,Hoodie,23.0,2
2016-01-10T00:00:00.000Z,2016,1,10,5,HTS-426512-0003,426512,White T-Shirt F,18.0,2
2016-10-27T00:00:00.000Z,2016,10,27,10,HTS-m2kwxv-0002,m2kwxv,Black T-Shirt M,19.0,2
2016-01-08T00:00:00.000Z,2016,1,8,10,HTS-608352-0003,608352,Black T-Shirt F,17.5,2
2016-06-25T00:00:00.000Z,2016,6,25,2,HTS-266260-0009,266260,Hoodie,23.0,1
2016-05-10T00:00:00.000Z,2016,5,10,15,HTS-925489-0002,925489,Hoodie,23.0,2
2016-02-05T00:00:00.000Z,2016,2,5,10,HTS-919932-0003,919932,Hoodie,23.0,1
2016-06-30T00:00:00.000Z,2016,6,30,11,HTS-801694-0003,801694,Black T-Shirt M,19.0,2
2016-08-04T00:00:00.000Z,2016,8,4,5,HTS-155114-0004,155114,White T-Shirt F,18.0,3
2016-11-17T00:00:00.000Z,2016,11,17,6,HTS-312886-0005,312886,Hoodie,23.0,3
2016-07-13T00:00:00.000Z,2016,7,13,10,HTS-1v2h8p-0001,1v2h8p,Hoodie,23.0,1
2016-12-15T00:00:00.000Z,2016,12,15,8,HTS-260176-0006,260176,Hoodie,23.0,1
2016-09-25T00:00:00.000Z,2016,9,25,4,HTS-237703-0004,237703,Hoodie,23.0,3
2016-05-14T00:00:00.000Z,2016,5,14,16,HTS-941775-0001,941775,Black T-Shirt M,19.0,1
2016-03-02T00:00:00.000Z,2016,3,2,4,HTS-273158-0004,273158,White T-Shirt M,20.0,1
2016-09-17T00:00:00.000Z,2016,9,17,10,HTS-554203-0005,554203,Hoodie,23.0,1
2016-09-17T00:00:00.000Z,2016,9,17,15,HTS-534111-0001,534111,White T-Shirt M,20.0,1
2016-08-24T00:00:00.000Z,2016,8,24,9,HTS-748366-0003,748366,Hoodie,23.0,4
2016-08-31T00:00:00.000Z,2016,8,31,9,HTS-hzh8yf-0002,hzh8yf,Black T-Shirt M,19.0,4
2016-06-09T00:00:00.000Z,2016,6,9,9,HTS-656327-0002,656327,Tennis Shirt,24.0,1
2016-08-27T00:00:00.000Z,2016,8,27,13,HTS-976279-0003,976279,Tennis Shirt,24.0,3
2016-12-30T00:00:00.000Z,2016,12,30,9,HTS-2loire-0003,2loire,Hoodie,23.0,6
2016-03-04T00:00:00.000Z,2016,3,4,5,HTS-479670-0006,479670,White T-Shirt F,18.0,4
2016-03-21T00:00:00.000Z,2016,3,21,12,HTS-670684-0004,670684,Hoodie,23.0,1
2016-02-16T00:00:00.000Z,2016,2,16,10,HTS-233699-0001,233699,White T-Shirt F,18.0,1
2016-02-03T00:00:00.000Z,2016,2,3,7,HTS-125018-0003,125018,Hoodie,23.0,1
2016-03-17T00:00:00.000Z,2016,3,17,4,HTS-637104-0003,637104,White T-Shirt F,18.0,1
2016-11-06T00:00:00.000Z,2016,11,6,8,HTS-190781-0005,190781,White T-Shirt F,18.0,1
2016-10-10T00:00:00.000Z,2016,10,10,9,HTS-384772-0003,384772,Hoodie,23.0,3
2016-06-10T00:00:00.000Z,2016,6,10,8,HTS-332132-0004,332132,White T-Shirt M,20.0,4
2016-07-18T00:00:00.000Z,2016,7,18,8,HTS-504073-0004,504073,White T-Shirt M,20.0,3
2016-12-07T00:00:00.000Z,2016,12,7,5,HTS-byn6mv-0002,byn6mv,Hoodie,23.0,2
2016-01-10T00:00:00.000Z,2016,1,10,8,HTS-459652-0005,459652,Hoodie,23.0,4
2016-08-01T00:00:00.000Z,2016,8,1,13,HTS-644113-0005,644113,White T-Shirt F,18.0,2
2016-09-04T00:00:00.000Z,2016,9,4,11,HTS-xjcd70-0002,xjcd70,Black T-Shirt M,19.0,9
2016-07-27T00:00:00.000Z,2016,7,27,11,HTS-247365-0003,247365,White T-Shirt F,18.0,1
2016-03-02T00:00:00.000Z,2016,3,2,15,HTS-691149-0001,691149,Tennis Shirt,24.0,1
2016-08-03T00:00:00.000Z,2016,8,3,8,HTS-566318-0003,566318,White T-Shirt M,20.0,1
2016-05-31T00:00:00.000Z,2016,5,31,9,HTS-959488-0002,959488,Hoodie,23.0,1
2016-11-26T00:00:00.000Z,2016,11,26,9,HTS-4nrxa9-0002,4nrxa9,White T-Shirt M,20.0,1
2016-11-17T00:00:00.000Z,2016,11,17,3,HTS-xreqxp-0003,xreqxp,Hoodie,23.0,2
2016-10-04T00:00:00.000Z,2016,10,4,19,HTS-012726-0003,012726,White T-Shirt M,20.0,21
2016-12-20T00:00:00.000Z,2016,12,20,14,HTS-10lgps-0001,10lgps,Black T-Shirt F,17.5,2
2016-03-05T00:00:00.000Z,2016,3,5,10,HTS-l3jw2e-0002,l3jw2e,White T-Shirt M,20.0,1
2016-12-19T00:00:00.000Z,2016,12,19,10,HTS-656448-0001,656448,Black T-Shirt M,19.0,1
2016-12-20T00:00:00.000Z,2016,12,20,10,HTS-00q4am-0006,00q4am,White T-Shirt M,20.0,1
2016-05-01T00:00:00.000Z,2016,5,1,14,HTS-855597-0003,855597,White T-Shirt M,20.0,1
2016-07-18T00:00:00.000Z,2016,7,18,7,HTS-344964-0005,344964,White T-Shirt M,20.0,1
2016-03-23T00:00:00.000Z,2016,3,23,20,HTS-297527-0002,297527,White T-Shirt M,20.0,1
2016-10-08T00:00:00.000Z,2016,10,8,8,HTS-421098-0005,421098,White T-Shirt M,20.0,2
2016-10-27T00:00:00.000Z,2016,10,27,12,HTS-estvcf-0003,estvcf,Black T-Shirt M,19.0,4
2016-04-25T00:00:00.000Z,2016,4,25,8,HTS-147806-0003,147806,White T-Shirt F,18.0,1
2016-02-08T00:00:00.000Z,2016,2,8,10,HTS-656559-0001,656559,Black T-Shirt F,17.5,1
2016-02-11T00:00:00.000Z,2016,2,11,8,HTS-xb486l-0002,xb486l,Black T-Shirt F,17.5,3
2016-08-30T00:00:00.000Z,2016,8,30,4,HTS-481306-0006,481306,Black T-Shirt M,19.0,1
2016-10-30T00:00:00.000Z,2016,10,30,10,HTS-403510-0001,403510,Hoodie,23.0,1
2016-06-10T00:00:00.000Z,2016,6,10,11,HTS-043492-0003,043492,White T-Shirt M,20.0,2
2016-03-17T00:00:00.000Z,2016,3,17,7,HTS-812419-0003,812419,Hoodie,23.0,2
2016-10-27T00:00:00.000Z,2016,10,27,15,HTS-560960-0001,560960,Hoodie,23.0,1
2016-11-29T00:00:00.000Z,2016,11,29,7,HTS-398958-0005,398958,White T-Shirt M,20.0,1
2016-12-31T00:00:00.000Z,2016,12,31,10,HTS-w99by7-0003,w99by7,White T-Shirt F,18.0,2
2016-08-05T00:00:00.000Z,2016,8,5,17,HTS-988653-0002,988653,Hoodie,23.0,1
2016-07-06T00:00:00.000Z,2016,7,6,6,HTS-463199-0006,463199,Black T-Shirt F,17.5,1
2016-11-09T00:00:00.000Z,2016,11,9,7,HTS-5tuc61-0003,5tuc61,White T-Shirt F,18.0,4
2016-10-22T00:00:00.000Z,2016,10,22,13,HTS-1w6ahu-0001,1w6ahu,Hoodie,23.0,1
2016-09-20T00:00:00.000Z,2016,9,20,8,HTS-039772-0005,039772,Black T-Shirt M,19.0,3
2016-01-18T00:00:00.000Z,2016,1,18,12,HTS-564918-0003,564918,Black T-Shirt M,19.0,1
2016-04-07T00:00:00.000Z,2016,4,7,5,HTS-929474-0006,929474,Tennis Shirt,24.0,2
2016-07-18T00:00:00.000Z,2016,7,18,8,HTS-095834-0004,095834,White T-Shirt M,20.0,3
2016-04-10T00:00:00.000Z,2016,4,10,11,HTS-235445-0002,235445,White T-Shirt F,18.0,2
2016-11-20T00:00:00.000Z,2016,11,20,9,HTS-h7z848-0002,h7z848,White T-Shirt M,20.0,23
2016-05-12T00:00:00.000Z,2016,5,12,15,HTS-011451-0002,011451,White T-Shirt M,20.0,4
2016-09-21T00:00:00.000Z,2016,9,21,10,HTS-699893-0003,699893,White T-Shirt M,20.0,2
2016-02-10T00:00:00.000Z,2016,2,10,13,HTS-373544-0001,373544,White T-Shirt F,18.0,1
2016-01-09T00:00:00.000Z,2016,1,9,15,HTS-8s2p9o-0001,8s2p9o,Black T-Shirt M,19.0,1
2016-02-13T00:00:00.000Z,2016,2,13,9,HTS-06uula-0001,06uula,White T-Shirt F,18.0,12
2016-05-17T00:00:00.000Z,2016,5,17,7,HTS-842421-0001,842421,Black T-Shirt M,19.0,1
2016-07-03T00:00:00.000Z,2016,7,3,9,HTS-447687-0004,447687,White T-Shirt F,18.0,3
2016-03-25T00:00:00.000Z,2016,3,25,8,HTS-338990-0004,338990,Black T-Shirt M,19.0,2
2016-03-08T00:00:00.000Z,2016,3,8,13,HTS-ipdfbi-0001,ipdfbi,Tennis Shirt,24.0,1
2016-07-03T00:00:00.000Z,2016,7,3,8,HTS-9hr6gv-0002,9hr6gv,Black T-Shirt M,19.0,4
2016-12-12T00:00:00.000Z,2016,12,12,8,HTS-072248-0005,072248,White T-Shirt M,20.0,2
2016-06-18T00:00:00.000Z,2016,6,18,6,HTS-ogb076-0003,ogb076,Black T-Shirt F,17.5,4
2016-09-14T00:00:00.000Z,2016,9,14,2,HTS-999768-0006,999768,Black T-Shirt F,17.5,2
2016-12-01T00:00:00.000Z,2016,12,1,8,HTS-411750-0003,411750,Black T-Shirt M,19.0,4
2016-01-08T00:00:00.000Z,2016,1,8,13,HTS-476428-0001,476428,Hoodie,23.0,1
2016-04-05T00:00:00.000Z,2016,4,5,18,HTS-2fehzk-0002,2fehzk,Black T-Shirt F,17.5,1
2016-06-24T00:00:00.000Z,2016,6,24,7,HTS-703291-0006,703291,Black T-Shirt F,17.5,1
2016-08-16T00:00:00.000Z,2016,8,16,13,HTS-7la7jx-0002,7la7jx,Black T-Shirt M,19.0,1
2016-04-27T00:00:00.000Z,2016,4,27,5,HTS-179949-0004,179949,Black T-Shirt F,17.5,4
2016-04-29T00:00:00.000Z,2016,4,29,10,HTS-509015-0003,509015,Hoodie,23.0,1
2016-05-07T00:00:00.000Z,2016,5,7,2,HTS-769178-0006,769178,White T-Shirt M,20.0,4
2016-03-30T00:00:00.000Z,2016,3,30,14,HTS-oyz6js-0001,oyz6js,Black T-Shirt M,19.0,21
2016-06-22T00:00:00.000Z,2016,6,22,6,HTS-r99bbv-0001,r99bbv,White T-Shirt M,20.0,2
2016-09-14T00:00:00.000Z,2016,9,14,12,HTS-353613-0003,353613,Black T-Shirt F,17.5,1
2016-09-11T00:00:00.000Z,2016,9,11,9,HTS-shr96p-0003,shr96p,Black T-Shirt F,17.5,4
2016-05-29T00:00:00.000Z,2016,5,29,6,HTS-119549-0005,119549,Tennis Shirt,24.0,6
2016-05-03T00:00:00.000Z,2016,5,3,23,HTS-zcnw13-0001,zcnw13,Black T-Shirt F,17.5,1
2016-01-17T00:00:00.000Z,2016,1,17,9,HTS-567272-0002,567272,Black T-Shirt M,19.0,2
2016-04-15T00:00:00.000Z,2016,4,15,7,HTS-620902-0003,620902,Hoodie,23.0,15
2016-03-18T00:00:00.000Z,2016,3,18,5,HTS-737699-0004,737699,Black T-Shirt F,17.5,1
2016-02-29T00:00:00.000Z,2016,2,29,10,HTS-538427-0004,538427,White T-Shirt M,20.0,1
2016-12-23T00:00:00.000Z,2016,12,23,11,HTS-956054-0003,956054,Hoodie,23.0,2
2016-06-23T00:00:00.000Z,2016,6,23,11,HTS-319415-0001,319415,Black T-Shirt M,19.0,1
2016-03-06T00:00:00.000Z,2016,3,6,16,HTS-oxeyan-0001,oxeyan,Black T-Shirt F,17.5,1
2016-01-15T00:00:00.000Z,2016,1,15,9,HTS-ww6338-0001,ww6338,Tennis Shirt,24.0,1
2016-12-23T00:00:00.000Z,2016,12,23,5,HTS-fgscan-0002,fgscan,Black T-Shirt M,19.0,2
2016-07-09T00:00:00.000Z,2016,7,9,7,HTS-yq27m3-0001,yq27m3,Hoodie,23.0,1
2016-08-17T00:00:00.000Z,2016,8,17,10,HTS-244624-0001,244624,White T-Shirt M,20.0,1
2016-10-27T00:00:00.000Z,2016,10,27,7,HTS-378193-0007,378193,White T-Shirt M,20.0,4
2016-05-06T00:00:00.000Z,2016,5,6,12,HTS-728662-0002,728662,White T-Shirt M,20.0,1
2016-06-16T00:00:00.000Z,2016,6,16,12,HTS-z47gq1-0002,z47gq1,White T-Shirt F,18.0,2
2016-10-04T00:00:00.000Z,2016,10,4,11,HTS-261378-0003,261378,White T-Shirt M,20.0,11
2016-11-19T00:00:00.000Z,2016,11,19,5,HTS-209257-0006,209257,White T-Shirt M,20.0,4
2016-05-14T00:00:00.000Z,2016,5,14,10,HTS-321640-0004,321640,Black T-Shirt F,17.5,4
2016-04-26T00:00:00.000Z,2016,4,26,15,HTS-x3eczj-0003,x3eczj,Black T-Shirt M,19.0,2
2016-01-03T00:00:00.000Z,2016,1,3,13,HTS-m2oj28-0001,m2oj28,Black T-Shirt M,19.0,1
2016-11-20T00:00:00.000Z,2016,11,20,14,HTS-930118-0002,930118,White T-Shirt F,18.0,1
2016-01-20T00:00:00.000Z,2016,1,20,20,HTS-641021-0001,641021,White T-Shirt M,20.0,1
2016-09-14T00:00:00.000Z,2016,9,14,10,HTS-amao1i-0001,amao1i,White T-Shirt M,20.0,1
2016-12-27T00:00:00.000Z,2016,12,27,10,HTS-p17fg5-0002,p17fg5,Hoodie,23.0,1
2016-10-25T00:00:00.000Z,2016,10,25,10,HTS-gdv28j-0003,gdv28j,Black T-Shirt M,19.0,3
2016-08-18T00:00:00.000Z,2016,8,18,9,HTS-stslim-0002,stslim,White T-Shirt M,20.0,4
2016-04-05T00:00:00.000Z,2016,4,5,7,HTS-856910-0003,856910,Hoodie,23.0,5
2016-12-13T00:00:00.000Z,2016,12,13,9,HTS-029672-0003,029672,Hoodie,23.0,6
2016-12-06T00:00:00.000Z,2016,12,6,7,HTS-291714-0005,291714,White T-Shirt M,20.0,3
2016-04-21T00:00:00.000Z,2016,4,21,8,HTS-660129-0004,660129,White T-Shirt M,20.0,3
2016-05-15T00:00:00.000Z,2016,5,15,11,HTS-xlvg3w-0002,xlvg3w,Hoodie,23.0,1
2016-04-08T00:00:00.000Z,2016,4,8,16,HTS-684241-0001,684241,White T-Shirt M,20.0,1
2016-08-05T00:00:00.000Z,2016,8,5,8,HTS-147399-0005,147399,White T-Shirt M,20.0,1
2016-08-01T00:00:00.000Z,2016,8,1,9,HTS-awe6d5-0003,awe6d5,Black T-Shirt F,17.5,1
2016-08-28T00:00:00.000Z,2016,8,28,15,HTS-yxyau6-0002,yxyau6,Hoodie,23.0,1
2016-06-29T00:00:00.000Z,2016,6,29,5,HTS-639398-0007,639398,White T-Shirt F,18.0,1
2016-04-22T00:00:00.000Z,2016,4,22,9,HTS-145131-0004,145131,Black T-Shirt F,17.5,3
2016-10-25T00:00:00.000Z,2016,10,25,11,HTS-712989-0005,712989,White T-Shirt F,18.0,4
2016-02-12T00:00:00.000Z,2016,2,12,11,HTS-626018-0002,626018,Hoodie,23.0,1
2016-07-17T00:00:00.000Z,2016,7,17,7,HTS-474521-0004,474521,White T-Shirt M,20.0,4
2016-01-23T00:00:00.000Z,2016,1,23,7,HTS-vroixm-0001,vroixm,Hoodie,23.0,1
2016-01-10T00:00:00.000Z,2016,1,10,5,HTS-698947-0003,698947,Black T-Shirt M,19.0,3
2016-10-18T00:00:00.000Z,2016,10,18,6,HTS-723457-0004,723457,White T-Shirt F,18.0,4
2016-08-04T00:00:00.000Z,2016,8,4,9,HTS-isd92x-0002,isd92x,Hoodie,23.0,4
2016-09-25T00:00:00.000Z,2016,9,25,7,HTS-816970-0003,816970,Black T-Shirt M,19.0,2
2016-10-06T00:00:00.000Z,2016,10,6,9,HTS-405275-0003,405275,White T-Shirt F,18.0,1
2016-08-04T00:00:00.000Z,2016,8,4,9,HTS-c157nw-0001,c157nw,Black T-Shirt M,19.0,1
2016-05-05T00:00:00.000Z,2016,5,5,11,HTS-bcc4ra-0002,bcc4ra,White T-Shirt M,20.0,3
2016-04-19T00:00:00.000Z,2016,4,19,8,HTS-760197-0002,760197,White T-Shirt F,18.0,1
2016-02-19T00:00:00.000Z,2016,2,19,12,HTS-437538-0002,437538,White T-Shirt M,20.0,1
2016-02-28T00:00:00.000Z,2016,2,28,11,HTS-437623-0003,437623,Tennis Shirt,24.0,1
2016-04-23T00:00:00.000Z,2016,4,23,5,HTS-286745-0005,286745,Black T-Shirt M,19.0,2
2016-03-16T00:00:00.000Z,2016,3,16,6,HTS-770929-0003,770929,Tennis Shirt,24.0,1
2016-07-07T00:00:00.000Z,2016,7,7,4,HTS-153219-0004,153219,Black T-Shirt F,17.5,16
2016-08-14T00:00:00.000Z,2016,8,14,10,HTS-658790-0001,658790,White T-Shirt M,20.0,1
2016-06-28T00:00:00.000Z,2016,6,28,12,HTS-967223-0003,967223,Hoodie,23.0,3
2016-01-05T00:00:00.000Z,2016,1,5,9,HTS-503613-0002,503613,Hoodie,23.0,5
2016-08-05T00:00:00.000Z,2016,8,5,23,HTS-266858-0004,266858,White T-Shirt M,20.0,1
2016-04-26T00:00:00.000Z,2016,4,26,10,HTS-391214-0003,391214,Black T-Shirt M,19.0,1
2016-07-27T00:00:00.000Z,2016,7,27,10,HTS-518406-0003,518406,Tennis Shirt,24.0,21
2016-01-20T00:00:00.000Z,2016,1,20,12,HTS-008885-0004,008885,Black T-Shirt M,19.0,4
2016-11-26T00:00:00.000Z,2016,11,26,13,HTS-507991-0006,507991,Black T-Shirt F,17.5,1
2016-07-16T00:00:00.000Z,2016,7,16,8,HTS-634913-0004,634913,White T-Shirt F,18.0,3
2016-11-07T00:00:00.000Z,2016,11,7,9,HTS-4izr1z-0003,4izr1z,Black T-Shirt F,17.5,4
2016-10-09T00:00:00.000Z,2016,10,9,11,HTS-5tmksn-0001,5tmksn,White T-Shirt F,18.0,1
2016-04-06T00:00:00.000Z,2016,4,6,8,HTS-527480-0004,527480,White T-Shirt M,20.0,1
2016-08-24T00:00:00.000Z,2016,8,24,8,HTS-874427-0006,874427,Hoodie,23.0,3
2016-08-19T00:00:00.000Z,2016,8,19,15,HTS-362990-0003,362990,White T-Shirt F,18.0,4
2016-12-19T00:00:00.000Z,2016,12,19,11,HTS-a7fugf-0002,a7fugf,White T-Shirt M,20.0,1
2016-09-21T00:00:00.000Z,2016,9,21,12,HTS-626078-0004,626078,Hoodie,23.0,2
2016-10-16T00:00:00.000Z,2016,10,16,9,HTS-708s8h-0002,708s8h,White T-Shirt F,18.0,1
2016-01-06T00:00:00.000Z,2016,1,6,9,HTS-852327-0001,852327,Hoodie,23.0,1
2016-10-08T00:00:00.000Z,2016,10,8,11,HTS-139766-0003,139766,White T-Shirt M,20.0,2
2016-05-18T00:00:00.000Z,2016,5,18,10,HTS-280740-0005,280740,Hoodie,23.0,1
2016-08-18T00:00:00.000Z,2016,8,18,13,HTS-715742-0005,715742,White T-Shirt F,18.0,3
2016-09-28T00:00:00.000Z,2016,9,28,8,HTS-636084-0003,636084,White T-Shirt M,20.0,17
2016-07-19T00:00:00.000Z,2016,7,19,17,HTS-wy37pl-0001,wy37pl,White T-Shirt F,18.0,2
2016-12-05T00:00:00.000Z,2016,12,5,12,HTS-ebqn8g-0002,ebqn8g,White T-Shirt M,20.0,1
2016-11-26T00:00:00.000Z,2016,11,26,10,HTS-397075-0003,397075,Hoodie,23.0,1
2016-05-26T00:00:00.000Z,2016,5,26,13,HTS-fjskv6-0001,fjskv6,White T-Shirt M,20.0,1
2016-05-26T00:00:00.000Z,2016,5,26,19,HTS-096293-0001,096293,Hoodie,23.0,1
2016-11-09T00:00:00.000Z,2016,11,9,12,HTS-324044-0001,324044,Black T-Shirt M,19.0,3
2016-01-20T00:00:00.000Z,2016,1,20,11,HTS-567923-0004,567923,White T-Shirt M,20.0,3
2016-05-24T00:00:00.000Z,2016,5,24,12,HTS-164009-0001,164009,White T-Shirt M,20.0,1
2016-02-05T00:00:00.000Z,2016,2,5,12,HTS-648936-0001,648936,White T-Shirt F,18.0,1
2016-04-01T00:00:00.000Z,2016,4,1,8,HTS-421312-0004,421312,White T-Shirt M,20.0,3
2016-09-07T00:00:00.000Z,2016,9,7,10,HTS-617099-0004,617099,White T-Shirt M,20.0,2
2016-03-27T00:00:00.000Z,2016,3,27,5,HTS-073853-0004,073853,Hoodie,23.0,1
2016-08-18T00:00:00.000Z,2016,8,18,15,HTS-ddqpa9-0002,ddqpa9,White T-Shirt M,20.0,4
2016-09-22T00:00:00.000Z,2016,9,22,8,HTS-440546-0005,440546,Hoodie,23.0,1
2016-07-30T00:00:00.000Z,2016,7,30,7,HTS-165710-0003,165710,White T-Shirt M,20.0,4
2016-10-07T00:00:00.000Z,2016,10,7,10,HTS-266496-0004,266496,Tennis Shirt,24.0,1
2016-04-16T00:00:00.000Z,2016,4,16,4,HTS-514746-0008,514746,White T-Shirt M,20.0,1
2016-11-17T00:00:00.000Z,2016,11,17,8,HTS-925845-0006,925845,Black T-Shirt M,19.0,1
2016-07-18T00:00:00.000Z,2016,7,18,9,HTS-928280-0004,928280,White T-Shirt M,20.0,4
2016-05-08T00:00:00.000Z,2016,5,8,17,HTS-291407-0004,291407,Black T-Shirt F,17.5,1
2016-07-22T00:00:00.000Z,2016,7,22,13,HTS-62n9dh-0002,62n9dh,White T-Shirt M,20.0,1
